stt,age,inc,eth,sex,edu,kid,mar,pop2008
PA,65+,$20-40k,White,Male,Post-Grad,Kids,Married,28
PA,65+,$20-40k,White,Male,Post-Grad,Kids,Single,45
PA,65+,$20-40k,White,Male,Post-Grad,No Kids,Married,5124
PA,65+,$20-40k,White,Male,Post-Grad,No Kids,Single,2420
PA,65+,$20-40k,White,Female,< HS,Kids,Married,20
PA,65+,$20-40k,White,Female,< HS,Kids,Single,540
PA,65+,$20-40k,White,Female,< HS,No Kids,Married,36908
PA,65+,$20-40k,White,Female,< HS,No Kids,Single,33204
PA,65+,$20-40k,White,Female,HS,Kids,Married,0
PA,65+,$20-40k,White,Female,HS,Kids,Single,448
PA,65+,$20-40k,White,Female,HS,No Kids,Married,90991
PA,65+,$20-40k,White,Female,HS,No Kids,Single,69015
PA,65+,$20-40k,White,Female,Some Coll,Kids,Married,0
PA,65+,$20-40k,White,Female,Some Coll,Kids,Single,11
PA,65+,$20-40k,White,Female,Some Coll,No Kids,Married,16294
PA,65+,$20-40k,White,Female,Some Coll,No Kids,Single,21585
PA,65+,$20-40k,White,Female,Coll,Kids,Married,0
PA,65+,$20-40k,White,Female,Coll,Kids,Single,56
PA,65+,$20-40k,White,Female,Coll,No Kids,Married,5023
PA,65+,$20-40k,White,Female,Coll,No Kids,Single,9919
PA,65+,$20-40k,White,Female,Post-Grad,Kids,Married,0
PA,65+,$20-40k,White,Female,Post-Grad,Kids,Single,0
PA,65+,$20-40k,White,Female,Post-Grad,No Kids,Married,3083
PA,65+,$20-40k,White,Female,Post-Grad,No Kids,Single,6423
PA,65+,$20-40k,Black,Male,< HS,Kids,Married,0
PA,65+,$20-40k,Black,Male,< HS,Kids,Single,132
PA,65+,$20-40k,Black,Male,< HS,No Kids,Married,4033
PA,65+,$20-40k,Black,Male,< HS,No Kids,Single,2550
PA,65+,$20-40k,Black,Male,HS,Kids,Married,0
PA,65+,$20-40k,Black,Male,HS,Kids,Single,124
PA,65+,$20-40k,Black,Male,HS,No Kids,Married,2353
PA,65+,$20-40k,Black,Male,HS,No Kids,Single,2645
PA,65+,$20-40k,Black,Male,Some Coll,Kids,Married,0
PA,65+,$20-40k,Black,Male,Some Coll,Kids,Single,0
PA,65+,$20-40k,Black,Male,Some Coll,No Kids,Married,744
PA,65+,$20-40k,Black,Male,Some Coll,No Kids,Single,989
PA,65+,$20-40k,Black,Male,Coll,Kids,Married,0
PA,65+,$20-40k,Black,Male,Coll,Kids,Single,0
PA,65+,$20-40k,Black,Male,Coll,No Kids,Married,360
PA,65+,$20-40k,Black,Male,Coll,No Kids,Single,110
PA,65+,$20-40k,Black,Male,Post-Grad,Kids,Married,0
PA,65+,$20-40k,Black,Male,Post-Grad,Kids,Single,0
PA,65+,$20-40k,Black,Male,Post-Grad,No Kids,Married,35
PA,65+,$20-40k,Black,Male,Post-Grad,No Kids,Single,45
PA,65+,$20-40k,Black,Female,< HS,Kids,Married,0
PA,65+,$20-40k,Black,Female,< HS,Kids,Single,0
PA,65+,$20-40k,Black,Female,< HS,No Kids,Married,1905
PA,65+,$20-40k,Black,Female,< HS,No Kids,Single,3943
PA,65+,$20-40k,Black,Female,HS,Kids,Married,0
PA,65+,$20-40k,Black,Female,HS,Kids,Single,38
PA,65+,$20-40k,Black,Female,HS,No Kids,Married,2567
PA,65+,$20-40k,Black,Female,HS,No Kids,Single,4847
PA,65+,$20-40k,Black,Female,Some Coll,Kids,Married,0
PA,65+,$20-40k,Black,Female,Some Coll,Kids,Single,0
PA,65+,$20-40k,Black,Female,Some Coll,No Kids,Married,887
PA,65+,$20-40k,Black,Female,Some Coll,No Kids,Single,2282
PA,65+,$20-40k,Black,Female,Coll,Kids,Married,0
PA,65+,$20-40k,Black,Female,Coll,Kids,Single,0
PA,65+,$20-40k,Black,Female,Coll,No Kids,Married,37
PA,65+,$20-40k,Black,Female,Coll,No Kids,Single,980
PA,65+,$20-40k,Black,Female,Post-Grad,Kids,Married,0
PA,65+,$20-40k,Black,Female,Post-Grad,Kids,Single,0
PA,65+,$20-40k,Black,Female,Post-Grad,No Kids,Married,192
PA,65+,$20-40k,Black,Female,Post-Grad,No Kids,Single,426
PA,65+,$20-40k,Hispanic,Male,< HS,Kids,Married,0
PA,65+,$20-40k,Hispanic,Male,< HS,Kids,Single,104
PA,65+,$20-40k,Hispanic,Male,< HS,No Kids,Married,699
PA,65+,$20-40k,Hispanic,Male,< HS,No Kids,Single,324
PA,65+,$20-40k,Hispanic,Male,HS,Kids,Married,0
PA,65+,$20-40k,Hispanic,Male,HS,Kids,Single,0
PA,65+,$20-40k,Hispanic,Male,HS,No Kids,Married,519
PA,65+,$20-40k,Hispanic,Male,HS,No Kids,Single,261
PA,65+,$20-40k,Hispanic,Male,Some Coll,Kids,Married,0
PA,65+,$20-40k,Hispanic,Male,Some Coll,Kids,Single,0
PA,65+,$20-40k,Hispanic,Male,Some Coll,No Kids,Married,189
PA,65+,$20-40k,Hispanic,Male,Some Coll,No Kids,Single,0
PA,65+,$20-40k,Hispanic,Male,Coll,Kids,Married,0
PA,65+,$20-40k,Hispanic,Male,Coll,Kids,Single,0
PA,65+,$20-40k,Hispanic,Male,Coll,No Kids,Married,193
PA,65+,$20-40k,Hispanic,Male,Coll,No Kids,Single,0
PA,65+,$20-40k,Hispanic,Male,Post-Grad,Kids,Married,0
PA,65+,$20-40k,Hispanic,Male,Post-Grad,Kids,Single,0
PA,65+,$20-40k,Hispanic,Male,Post-Grad,No Kids,Married,109
PA,65+,$20-40k,Hispanic,Male,Post-Grad,No Kids,Single,0
PA,65+,$20-40k,Hispanic,Female,< HS,Kids,Married,0
PA,65+,$20-40k,Hispanic,Female,< HS,Kids,Single,184
PA,65+,$20-40k,Hispanic,Female,< HS,No Kids,Married,381
PA,65+,$20-40k,Hispanic,Female,< HS,No Kids,Single,750
PA,65+,$20-40k,Hispanic,Female,HS,Kids,Married,0
PA,65+,$20-40k,Hispanic,Female,HS,Kids,Single,0
PA,65+,$20-40k,Hispanic,Female,HS,No Kids,Married,273
PA,65+,$20-40k,Hispanic,Female,HS,No Kids,Single,509
PA,65+,$20-40k,Hispanic,Female,Some Coll,Kids,Married,0
PA,65+,$20-40k,Hispanic,Female,Some Coll,Kids,Single,0
PA,65+,$20-40k,Hispanic,Female,Some Coll,No Kids,Married,167
PA,65+,$20-40k,Hispanic,Female,Some Coll,No Kids,Single,107
PA,65+,$20-40k,Hispanic,Female,Coll,Kids,Married,0
PA,65+,$20-40k,Hispanic,Female,Coll,Kids,Single,0
PA,65+,$20-40k,Hispanic,Female,Coll,No Kids,Married,55
PA,65+,$20-40k,Hispanic,Female,Coll,No Kids,Single,107
PA,65+,$20-40k,Hispanic,Female,Post-Grad,Kids,Married,0
PA,65+,$20-40k,Hispanic,Female,Post-Grad,Kids,Single,0
PA,65+,$20-40k,Hispanic,Female,Post-Grad,No Kids,Married,63
PA,65+,$20-40k,Hispanic,Female,Post-Grad,No Kids,Single,42
PA,65+,$20-40k,Other,Male,< HS,Kids,Married,0
PA,65+,$20-40k,Other,Male,< HS,Kids,Single,42
PA,65+,$20-40k,Other,Male,< HS,No Kids,Married,516
PA,65+,$20-40k,Other,Male,< HS,No Kids,Single,64
PA,65+,$20-40k,Other,Male,HS,Kids,Married,28
PA,65+,$20-40k,Other,Male,HS,Kids,Single,0
PA,65+,$20-40k,Other,Male,HS,No Kids,Married,184
PA,65+,$20-40k,Other,Male,HS,No Kids,Single,253
PA,65+,$20-40k,Other,Male,Some Coll,Kids,Married,0
PA,65+,$20-40k,Other,Male,Some Coll,Kids,Single,0
PA,65+,$20-40k,Other,Male,Some Coll,No Kids,Married,102
PA,65+,$20-40k,Other,Male,Some Coll,No Kids,Single,42
PA,65+,$20-40k,Other,Male,Coll,Kids,Married,47
PA,65+,$20-40k,Other,Male,Coll,Kids,Single,0
PA,65+,$20-40k,Other,Male,Coll,No Kids,Married,244
PA,65+,$20-40k,Other,Male,Coll,No Kids,Single,133
PA,65+,$20-40k,Other,Male,Post-Grad,Kids,Married,0
PA,65+,$20-40k,Other,Male,Post-Grad,Kids,Single,0
PA,65+,$20-40k,Other,Male,Post-Grad,No Kids,Married,97
PA,65+,$20-40k,Other,Male,Post-Grad,No Kids,Single,142
PA,65+,$20-40k,Other,Female,< HS,Kids,Married,0
PA,65+,$20-40k,Other,Female,< HS,Kids,Single,38
PA,65+,$20-40k,Other,Female,< HS,No Kids,Married,277
PA,65+,$20-40k,Other,Female,< HS,No Kids,Single,439
PA,65+,$20-40k,Other,Female,HS,Kids,Married,0
PA,65+,$20-40k,Other,Female,HS,Kids,Single,0
PA,65+,$20-40k,Other,Female,HS,No Kids,Married,215
PA,65+,$20-40k,Other,Female,HS,No Kids,Single,430
PA,65+,$20-40k,Other,Female,Some Coll,Kids,Married,0
PA,65+,$20-40k,Other,Female,Some Coll,Kids,Single,0
PA,65+,$20-40k,Other,Female,Some Coll,No Kids,Married,145
PA,65+,$20-40k,Other,Female,Some Coll,No Kids,Single,277
PA,65+,$20-40k,Other,Female,Coll,Kids,Married,0
PA,65+,$20-40k,Other,Female,Coll,Kids,Single,0
PA,65+,$20-40k,Other,Female,Coll,No Kids,Married,262
PA,65+,$20-40k,Other,Female,Coll,No Kids,Single,67
PA,65+,$20-40k,Other,Female,Post-Grad,Kids,Married,0
PA,65+,$20-40k,Other,Female,Post-Grad,Kids,Single,0
PA,65+,$20-40k,Other,Female,Post-Grad,No Kids,Married,88
PA,65+,$20-40k,Other,Female,Post-Grad,No Kids,Single,106
PA,65+,$40-75k,White,Male,< HS,Kids,Married,317
PA,65+,$40-75k,White,Male,< HS,Kids,Single,551
PA,65+,$40-75k,White,Male,< HS,No Kids,Married,24904
PA,65+,$40-75k,White,Male,< HS,No Kids,Single,6830
PA,65+,$40-75k,White,Male,HS,Kids,Married,591
PA,65+,$40-75k,White,Male,HS,Kids,Single,357
PA,65+,$40-75k,White,Male,HS,No Kids,Married,64953
PA,65+,$40-75k,White,Male,HS,No Kids,Single,12370
PA,65+,$40-75k,White,Male,Some Coll,Kids,Married,239
PA,65+,$40-75k,White,Male,Some Coll,Kids,Single,282
PA,65+,$40-75k,White,Male,Some Coll,No Kids,Married,30186
PA,65+,$40-75k,White,Male,Some Coll,No Kids,Single,5197
PA,65+,$40-75k,White,Male,Coll,Kids,Married,93
PA,65+,$40-75k,White,Male,Coll,Kids,Single,57
PA,65+,$40-75k,White,Male,Coll,No Kids,Married,21658
PA,65+,$40-75k,White,Male,Coll,No Kids,Single,4675
PA,65+,$40-75k,White,Male,Post-Grad,Kids,Married,119
PA,65+,$40-75k,White,Male,Post-Grad,Kids,Single,60
PA,65+,$40-75k,White,Male,Post-Grad,No Kids,Married,16432
PA,65+,$40-75k,White,Male,Post-Grad,No Kids,Single,3539
PA,65+,$40-75k,White,Female,< HS,Kids,Married,117
PA,65+,$40-75k,White,Female,< HS,Kids,Single,1512
PA,65+,$40-75k,White,Female,< HS,No Kids,Married,17729
PA,65+,$40-75k,White,Female,< HS,No Kids,Single,18720
PA,65+,$40-75k,White,Female,HS,Kids,Married,310
PA,65+,$40-75k,White,Female,HS,Kids,Single,2061
PA,65+,$40-75k,White,Female,HS,No Kids,Married,67378
PA,65+,$40-75k,White,Female,HS,No Kids,Single,31393
PA,65+,$40-75k,White,Female,Some Coll,Kids,Married,0
PA,65+,$40-75k,White,Female,Some Coll,Kids,Single,291
PA,65+,$40-75k,White,Female,Some Coll,No Kids,Married,21465
PA,65+,$40-75k,White,Female,Some Coll,No Kids,Single,10689
PA,65+,$40-75k,White,Female,Coll,Kids,Married,0
PA,65+,$40-75k,White,Female,Coll,Kids,Single,0
PA,65+,$40-75k,White,Female,Coll,No Kids,Married,12429
PA,65+,$40-75k,White,Female,Coll,No Kids,Single,7127
PA,65+,$40-75k,White,Female,Post-Grad,Kids,Married,0
PA,65+,$40-75k,White,Female,Post-Grad,Kids,Single,42
PA,65+,$40-75k,White,Female,Post-Grad,No Kids,Married,6297
PA,65+,$40-75k,White,Female,Post-Grad,No Kids,Single,6322
PA,65+,$40-75k,Black,Male,< HS,Kids,Married,29
PA,65+,$40-75k,Black,Male,< HS,Kids,Single,151
PA,65+,$40-75k,Black,Male,< HS,No Kids,Married,1959
PA,65+,$40-75k,Black,Male,< HS,No Kids,Single,1128
PA,65+,$40-75k,Black,Male,HS,Kids,Married,113
PA,65+,$40-75k,Black,Male,HS,Kids,Single,116
PA,65+,$40-75k,Black,Male,HS,No Kids,Married,2806
PA,65+,$40-75k,Black,Male,HS,No Kids,Single,811
PA,65+,$40-75k,Black,Male,Some Coll,Kids,Married,0
PA,65+,$40-75k,Black,Male,Some Coll,Kids,Single,63
PA,65+,$40-75k,Black,Male,Some Coll,No Kids,Married,1290
PA,65+,$40-75k,Black,Male,Some Coll,No Kids,Single,234
PA,65+,$40-75k,Black,Male,Coll,Kids,Married,0
PA,65+,$40-75k,Black,Male,Coll,Kids,Single,0
PA,65+,$40-75k,Black,Male,Coll,No Kids,Married,564
PA,65+,$40-75k,Black,Male,Coll,No Kids,Single,76
PA,65+,$40-75k,Black,Male,Post-Grad,Kids,Married,0
PA,65+,$40-75k,Black,Male,Post-Grad,Kids,Single,0
PA,65+,$40-75k,Black,Male,Post-Grad,No Kids,Married,285
PA,65+,$40-75k,Black,Male,Post-Grad,No Kids,Single,43
PA,65+,$40-75k,Black,Female,< HS,Kids,Married,0
PA,65+,$40-75k,Black,Female,< HS,Kids,Single,327
PA,65+,$40-75k,Black,Female,< HS,No Kids,Married,1029
PA,65+,$40-75k,Black,Female,< HS,No Kids,Single,2834
PA,65+,$40-75k,Black,Female,HS,Kids,Married,35
PA,65+,$40-75k,Black,Female,HS,Kids,Single,254
PA,65+,$40-75k,Black,Female,HS,No Kids,Married,1648
PA,65+,$40-75k,Black,Female,HS,No Kids,Single,2804
PA,65+,$40-75k,Black,Female,Some Coll,Kids,Married,0
PA,65+,$40-75k,Black,Female,Some Coll,Kids,Single,112
PA,65+,$40-75k,Black,Female,Some Coll,No Kids,Married,744
PA,65+,$40-75k,Black,Female,Some Coll,No Kids,Single,1393
PA,65+,$40-75k,Black,Female,Coll,Kids,Married,0
PA,65+,$40-75k,Black,Female,Coll,Kids,Single,43
PA,65+,$40-75k,Black,Female,Coll,No Kids,Married,479
PA,65+,$40-75k,Black,Female,Coll,No Kids,Single,438
PA,65+,$40-75k,Black,Female,Post-Grad,Kids,Married,0
PA,65+,$40-75k,Black,Female,Post-Grad,Kids,Single,0
PA,65+,$40-75k,Black,Female,Post-Grad,No Kids,Married,280
PA,65+,$40-75k,Black,Female,Post-Grad,No Kids,Single,468
PA,65+,$40-75k,Hispanic,Male,< HS,Kids,Married,0
PA,65+,$40-75k,Hispanic,Male,< HS,Kids,Single,35
PA,65+,$40-75k,Hispanic,Male,< HS,No Kids,Married,534
PA,65+,$40-75k,Hispanic,Male,< HS,No Kids,Single,70
PA,65+,$40-75k,Hispanic,Male,HS,Kids,Married,0
PA,65+,$40-75k,Hispanic,Male,HS,Kids,Single,0
PA,65+,$40-75k,Hispanic,Male,HS,No Kids,Married,265
PA,65+,$40-75k,Hispanic,Male,HS,No Kids,Single,47
PA,65+,$40-75k,Hispanic,Male,Some Coll,Kids,Married,32
PA,65+,$40-75k,Hispanic,Male,Some Coll,Kids,Single,122
PA,65+,$40-75k,Hispanic,Male,Some Coll,No Kids,Married,186
PA,65+,$40-75k,Hispanic,Male,Some Coll,No Kids,Single,0
PA,65+,$40-75k,Hispanic,Male,Coll,Kids,Married,0
PA,65+,$40-75k,Hispanic,Male,Coll,Kids,Single,0
PA,65+,$40-75k,Hispanic,Male,Coll,No Kids,Married,70
PA,65+,$40-75k,Hispanic,Male,Coll,No Kids,Single,0
PA,65+,$40-75k,Hispanic,Male,Post-Grad,Kids,Married,0
PA,65+,$40-75k,Hispanic,Male,Post-Grad,Kids,Single,0
PA,65+,$40-75k,Hispanic,Male,Post-Grad,No Kids,Married,34
PA,65+,$40-75k,Hispanic,Male,Post-Grad,No Kids,Single,0
PA,65+,$40-75k,Hispanic,Female,< HS,Kids,Married,0
PA,65+,$40-75k,Hispanic,Female,< HS,Kids,Single,382
PA,65+,$40-75k,Hispanic,Female,< HS,No Kids,Married,210
PA,65+,$40-75k,Hispanic,Female,< HS,No Kids,Single,542
PA,65+,$40-75k,Hispanic,Female,HS,Kids,Married,0
PA,65+,$40-75k,Hispanic,Female,HS,Kids,Single,0
PA,65+,$40-75k,Hispanic,Female,HS,No Kids,Married,268
PA,65+,$40-75k,Hispanic,Female,HS,No Kids,Single,256
PA,65+,$40-75k,Hispanic,Female,Some Coll,Kids,Married,0
PA,65+,$40-75k,Hispanic,Female,Some Coll,Kids,Single,0
PA,65+,$40-75k,Hispanic,Female,Some Coll,No Kids,Married,205
PA,65+,$40-75k,Hispanic,Female,Some Coll,No Kids,Single,56
PA,65+,$40-75k,Hispanic,Female,Coll,Kids,Married,0
PA,65+,$40-75k,Hispanic,Female,Coll,Kids,Single,0
PA,65+,$40-75k,Hispanic,Female,Coll,No Kids,Married,50
PA,65+,$40-75k,Hispanic,Female,Coll,No Kids,Single,0
PA,65+,$40-75k,Hispanic,Female,Post-Grad,Kids,Married,0
PA,65+,$40-75k,Hispanic,Female,Post-Grad,Kids,Single,0
PA,65+,$40-75k,Hispanic,Female,Post-Grad,No Kids,Married,39
PA,65+,$40-75k,Hispanic,Female,Post-Grad,No Kids,Single,0
PA,65+,$40-75k,Other,Male,< HS,Kids,Married,101
PA,65+,$40-75k,Other,Male,< HS,Kids,Single,0
PA,65+,$40-75k,Other,Male,< HS,No Kids,Married,322
PA,65+,$40-75k,Other,Male,< HS,No Kids,Single,65
PA,65+,$40-75k,Other,Male,HS,Kids,Married,0
PA,65+,$40-75k,Other,Male,HS,Kids,Single,0
PA,65+,$40-75k,Other,Male,HS,No Kids,Married,275
PA,65+,$40-75k,Other,Male,HS,No Kids,Single,96
PA,65+,$40-75k,Other,Male,Some Coll,Kids,Married,0
PA,65+,$40-75k,Other,Male,Some Coll,Kids,Single,0
PA,65+,$40-75k,Other,Male,Some Coll,No Kids,Married,155
PA,65+,$40-75k,Other,Male,Some Coll,No Kids,Single,80
PA,65+,$40-75k,Other,Male,Coll,Kids,Married,33
PA,65+,$40-75k,Other,Male,Coll,Kids,Single,0
PA,65+,$40-75k,Other,Male,Coll,No Kids,Married,291
PA,65+,$40-75k,Other,Male,Coll,No Kids,Single,28
PA,65+,$40-75k,Other,Male,Post-Grad,Kids,Married,0
PA,65+,$40-75k,Other,Male,Post-Grad,Kids,Single,0
PA,65+,$40-75k,Other,Male,Post-Grad,No Kids,Married,363
PA,65+,$40-75k,Other,Male,Post-Grad,No Kids,Single,82
PA,65+,$40-75k,Other,Female,< HS,Kids,Married,70
PA,65+,$40-75k,Other,Female,< HS,Kids,Single,187
PA,65+,$40-75k,Other,Female,< HS,No Kids,Married,279
PA,65+,$40-75k,Other,Female,< HS,No Kids,Single,343
PA,65+,$40-75k,Other,Female,HS,Kids,Married,0
PA,65+,$40-75k,Other,Female,HS,Kids,Single,129
PA,65+,$40-75k,Other,Female,HS,No Kids,Married,415
PA,65+,$40-75k,Other,Female,HS,No Kids,Single,308
PA,65+,$40-75k,Other,Female,Some Coll,Kids,Married,0
PA,65+,$40-75k,Other,Female,Some Coll,Kids,Single,64
PA,65+,$40-75k,Other,Female,Some Coll,No Kids,Married,95
PA,65+,$40-75k,Other,Female,Some Coll,No Kids,Single,128
PA,65+,$40-75k,Other,Female,Coll,Kids,Married,0
PA,65+,$40-75k,Other,Female,Coll,Kids,Single,0
PA,65+,$40-75k,Other,Female,Coll,No Kids,Married,138
PA,65+,$40-75k,Other,Female,Coll,No Kids,Single,64
PA,65+,$40-75k,Other,Female,Post-Grad,Kids,Married,0
PA,65+,$40-75k,Other,Female,Post-Grad,Kids,Single,0
PA,65+,$40-75k,Other,Female,Post-Grad,No Kids,Married,111
PA,65+,$40-75k,Other,Female,Post-Grad,No Kids,Single,213
PA,65+,$75-150k,White,Male,< HS,Kids,Married,436
PA,65+,$75-150k,White,Male,< HS,Kids,Single,490
PA,65+,$75-150k,White,Male,< HS,No Kids,Married,7390
PA,65+,$75-150k,White,Male,< HS,No Kids,Single,2448
PA,65+,$75-150k,White,Male,HS,Kids,Married,703
PA,65+,$75-150k,White,Male,HS,Kids,Single,895
PA,65+,$75-150k,White,Male,HS,No Kids,Married,17815
PA,65+,$75-150k,White,Male,HS,No Kids,Single,4184
PA,65+,$75-150k,White,Male,Some Coll,Kids,Married,319
PA,65+,$75-150k,White,Male,Some Coll,Kids,Single,138
PA,65+,$75-150k,White,Male,Some Coll,No Kids,Married,12399
PA,65+,$75-150k,White,Male,Some Coll,No Kids,Single,2044
PA,65+,$75-150k,White,Male,Coll,Kids,Married,371
PA,65+,$75-150k,White,Male,Coll,Kids,Single,285
PA,65+,$75-150k,White,Male,Coll,No Kids,Married,16037
PA,65+,$75-150k,White,Male,Coll,No Kids,Single,2511
PA,65+,$75-150k,White,Male,Post-Grad,Kids,Married,194
PA,65+,$75-150k,White,Male,Post-Grad,Kids,Single,107
PA,65+,$75-150k,White,Male,Post-Grad,No Kids,Married,17159
PA,65+,$75-150k,White,Male,Post-Grad,No Kids,Single,2917
PA,65+,$75-150k,White,Female,< HS,Kids,Married,101
PA,65+,$75-150k,White,Female,< HS,Kids,Single,1748
PA,65+,$75-150k,White,Female,< HS,No Kids,Married,4290
PA,65+,$75-150k,White,Female,< HS,No Kids,Single,7951
PA,65+,$75-150k,White,Female,HS,Kids,Married,777
PA,65+,$75-150k,White,Female,HS,Kids,Single,3283
PA,65+,$75-150k,White,Female,HS,No Kids,Married,20288
PA,65+,$75-150k,White,Female,HS,No Kids,Single,15327
PA,65+,$75-150k,White,Female,Some Coll,Kids,Married,86
PA,65+,$75-150k,White,Female,Some Coll,Kids,Single,697
PA,65+,$75-150k,White,Female,Some Coll,No Kids,Married,9883
PA,65+,$75-150k,White,Female,Some Coll,No Kids,Single,4552
PA,65+,$75-150k,White,Female,Coll,Kids,Married,146
PA,65+,$75-150k,White,Female,Coll,Kids,Single,65
PA,65+,$75-150k,White,Female,Coll,No Kids,Married,8879
PA,65+,$75-150k,White,Female,Coll,No Kids,Single,3398
PA,65+,$75-150k,White,Female,Post-Grad,Kids,Married,100
PA,65+,$75-150k,White,Female,Post-Grad,Kids,Single,152
PA,65+,$75-150k,White,Female,Post-Grad,No Kids,Married,7480
PA,65+,$75-150k,White,Female,Post-Grad,No Kids,Single,4063
PA,65+,$75-150k,Black,Male,< HS,Kids,Married,0
PA,65+,$75-150k,Black,Male,< HS,Kids,Single,43
PA,65+,$75-150k,Black,Male,< HS,No Kids,Married,352
PA,65+,$75-150k,Black,Male,< HS,No Kids,Single,147
PA,65+,$75-150k,Black,Male,HS,Kids,Married,15
PA,65+,$75-150k,Black,Male,HS,Kids,Single,103
PA,65+,$75-150k,Black,Male,HS,No Kids,Married,1089
PA,65+,$75-150k,Black,Male,HS,No Kids,Single,382
PA,65+,$75-150k,Black,Male,Some Coll,Kids,Married,0
PA,65+,$75-150k,Black,Male,Some Coll,Kids,Single,0
PA,65+,$75-150k,Black,Male,Some Coll,No Kids,Married,818
PA,65+,$75-150k,Black,Male,Some Coll,No Kids,Single,232
PA,65+,$75-150k,Black,Male,Coll,Kids,Married,0
PA,65+,$75-150k,Black,Male,Coll,Kids,Single,0
PA,65+,$75-150k,Black,Male,Coll,No Kids,Married,214
PA,65+,$75-150k,Black,Male,Coll,No Kids,Single,181
PA,65+,$75-150k,Black,Male,Post-Grad,Kids,Married,0
PA,65+,$75-150k,Black,Male,Post-Grad,Kids,Single,0
PA,65+,$75-150k,Black,Male,Post-Grad,No Kids,Married,483
PA,65+,$75-150k,Black,Male,Post-Grad,No Kids,Single,281
PA,65+,$75-150k,Black,Female,< HS,Kids,Married,0
PA,65+,$75-150k,Black,Female,< HS,Kids,Single,128
PA,65+,$75-150k,Black,Female,< HS,No Kids,Married,133
PA,65+,$75-150k,Black,Female,< HS,No Kids,Single,1715
PA,65+,$75-150k,Black,Female,HS,Kids,Married,0
PA,65+,$75-150k,Black,Female,HS,Kids,Single,152
PA,65+,$75-150k,Black,Female,HS,No Kids,Married,619
PA,65+,$75-150k,Black,Female,HS,No Kids,Single,1290
PA,65+,$75-150k,Black,Female,Some Coll,Kids,Married,0
PA,65+,$75-150k,Black,Female,Some Coll,Kids,Single,25
PA,65+,$75-150k,Black,Female,Some Coll,No Kids,Married,439
PA,65+,$75-150k,Black,Female,Some Coll,No Kids,Single,401
PA,65+,$75-150k,Black,Female,Coll,Kids,Married,0
PA,65+,$75-150k,Black,Female,Coll,Kids,Single,0
PA,65+,$75-150k,Black,Female,Coll,No Kids,Married,172
PA,65+,$75-150k,Black,Female,Coll,No Kids,Single,97
PA,65+,$75-150k,Black,Female,Post-Grad,Kids,Married,49
PA,65+,$75-150k,Black,Female,Post-Grad,Kids,Single,0
PA,65+,$75-150k,Black,Female,Post-Grad,No Kids,Married,271
PA,65+,$75-150k,Black,Female,Post-Grad,No Kids,Single,263
PA,65+,$75-150k,Hispanic,Male,< HS,Kids,Married,0
PA,65+,$75-150k,Hispanic,Male,< HS,Kids,Single,0
PA,65+,$75-150k,Hispanic,Male,< HS,No Kids,Married,41
PA,65+,$75-150k,Hispanic,Male,< HS,No Kids,Single,111
PA,65+,$75-150k,Hispanic,Male,HS,Kids,Married,39
PA,65+,$75-150k,Hispanic,Male,HS,Kids,Single,13
PA,65+,$75-150k,Hispanic,Male,HS,No Kids,Married,139
PA,65+,$75-150k,Hispanic,Male,HS,No Kids,Single,38
PA,65+,$75-150k,Hispanic,Male,Some Coll,Kids,Married,83
PA,65+,$75-150k,Hispanic,Male,Some Coll,Kids,Single,0
PA,65+,$75-150k,Hispanic,Male,Some Coll,No Kids,Married,196
PA,65+,$75-150k,Hispanic,Male,Some Coll,No Kids,Single,55
PA,65+,$75-150k,Hispanic,Male,Coll,Kids,Married,0
PA,65+,$75-150k,Hispanic,Male,Coll,Kids,Single,27
PA,65+,$75-150k,Hispanic,Male,Coll,No Kids,Married,184
PA,65+,$75-150k,Hispanic,Male,Coll,No Kids,Single,31
PA,65+,$75-150k,Hispanic,Male,Post-Grad,Kids,Married,0
PA,65+,$75-150k,Hispanic,Male,Post-Grad,Kids,Single,0
PA,65+,$75-150k,Hispanic,Male,Post-Grad,No Kids,Married,180
PA,65+,$75-150k,Hispanic,Male,Post-Grad,No Kids,Single,0
PA,65+,$75-150k,Hispanic,Female,< HS,Kids,Married,0
PA,65+,$75-150k,Hispanic,Female,< HS,Kids,Single,86
PA,65+,$75-150k,Hispanic,Female,< HS,No Kids,Married,89
PA,65+,$75-150k,Hispanic,Female,< HS,No Kids,Single,172
PA,65+,$75-150k,Hispanic,Female,HS,Kids,Married,0
PA,65+,$75-150k,Hispanic,Female,HS,Kids,Single,77
PA,65+,$75-150k,Hispanic,Female,HS,No Kids,Married,62
PA,65+,$75-150k,Hispanic,Female,HS,No Kids,Single,101
PA,65+,$75-150k,Hispanic,Female,Some Coll,Kids,Married,0
PA,65+,$75-150k,Hispanic,Female,Some Coll,Kids,Single,55
PA,65+,$75-150k,Hispanic,Female,Some Coll,No Kids,Married,119
PA,65+,$75-150k,Hispanic,Female,Some Coll,No Kids,Single,106
PA,65+,$75-150k,Hispanic,Female,Coll,Kids,Married,0
PA,65+,$75-150k,Hispanic,Female,Coll,Kids,Single,0
PA,65+,$75-150k,Hispanic,Female,Coll,No Kids,Married,0
PA,65+,$75-150k,Hispanic,Female,Coll,No Kids,Single,0
PA,65+,$75-150k,Hispanic,Female,Post-Grad,Kids,Married,0
PA,65+,$75-150k,Hispanic,Female,Post-Grad,Kids,Single,0
